recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
137304765,"{'steamid': '76561198426153397', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 16942, 'playtime_last_two_weeks': 8780, 'playtime_at_review': 1676, 'last_played': 1684547572}",english,"EVERYTHING, though i wish we could jump (up cliff sides). Everything else is grade A great job Devs!!!",1682476818,1682476818,True,11,1,0.56378936767578125,0,True,False,True,True,
138563964,"{'steamid': '76561198005291988', 'num_games_owned': 304, 'num_reviews': 10, 'playtime_forever': 8332, 'playtime_last_two_weeks': 1380, 'playtime_at_review': 7879, 'last_played': 1684548665}",english,"Do you like vampires? 
Do you like survival games? 
Do you like survival games where you can be a vampire?
Well then do I have the game for you!

BUT WAIT, THERE’S MORE!

In this era of poor ports, Day One DLC, lockbox gambling, FOMO exploitation, Pay-2-Win mechanics, and predatory publishers, it’s incredibly important to have a developer who actually shows they give a shit not only about the quality of their product, but about their customers. 

Enter Stunlock Studios, a lovely group of folks who have developed a very simple premise into a game which was already quite enjoyable (eating up over 100 hours of my time) before the latest update. If they had never added anything else to it I would have still called it a game well worth my time and money, but then they announced their first major expansion.  

A lot of people asked “How can you have an expansion in an early access game?”  We all feared we were about to be charged an arm and a leg for some new DLC when the game wasn’t even officially released. Then the information arrived, this was a true EXPANSION OF THE GAME, not a DLC, not new content at a price, no, it was updated maps, updated weapons, an overhaul of systems under the hood, an entirely new method of building castles, a whole new string of bosses and a whole new area of the world, and it would cost us all… Nothing!  Nothing? NOTHING!

A free expansion of much needed Quality of Life updates alongside amazing new additions to the game play and aesthetic designs of the game. Then came the launch day for the new expansion and… It worked.  No server crashes. No hiccups. No false starts.  It worked from the word go!  It’s an S-Tier expansion with the devs being johnny on the spot whenever we players found bugs or issues. They’ve already done their first QoL patch for little snafus just two days later.

I cannot express how wonderful it is to have a dev team that’s response, cares about their player base, and was willing to take as much time as they needed to deliver an top notch expansion update to their game with as few bugs on release as humanly possible. 

Cheers to StunLock, cheers to V Rising, and cheers to proper commerce and interactions between product maker and product consumer. 

Go buy V Rising, you will have a wonderful time, and you’ll be buying a quality game at a reasonable price!",1684522229,1684522229,True,3,0,0.563492059707641602,0,True,False,True,True,
138472113,"{'steamid': '76561197970854020', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 11183, 'playtime_last_two_weeks': 728, 'playtime_at_review': 10825, 'last_played': 1684475616}",english,I am a Vampire IRL and it is pretty realistic,1684390790,1684390790,True,3,1,0.555778205394744873,0,True,False,True,True,
138523026,"{'steamid': '76561198060164964', 'num_games_owned': 47, 'num_reviews': 2, 'playtime_forever': 1026, 'playtime_last_two_weeks': 1026, 'playtime_at_review': 863, 'last_played': 1684474696}",english,"met my wife in this game, enough said.

Play it.",1684464707,1684464707,True,3,2,0.550265192985534668,0,True,False,True,True,
138441591,"{'steamid': '76561198081836474', 'num_games_owned': 0, 'num_reviews': 32, 'playtime_forever': 2324, 'playtime_last_two_weeks': 206, 'playtime_at_review': 2324, 'last_played': 1684339704}",english,"Game is great, community is try hard and incredibly rude in PvP. Do PvE.",1684340079,1684340079,True,7,0,0.548330485820770264,0,True,False,True,True,
138506341,"{'steamid': '76561198259921885', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 39897, 'playtime_last_two_weeks': 1393, 'playtime_at_review': 39543, 'last_played': 1684534608}",english,"There are so many whiny reviews about this game. Usually I don't write game reviews, because I don't consider myself good enough at games to be a ""reviewer"" as such, but VRising is bloody fantastic. I play solo, private games, and this game is challenging, zen, mesmerising, beautiful, immersive, and just downright wonderful if you need to zone out, or take some frustrations out on some bandits and wildlife, and, you know, trees. The devs have done magnificent work on the qaulity of life for players with every update and should be immensely proud of themselves.",1684438988,1684438988,True,2,0,0.545454561710357666,0,True,False,True,True,
138480108,"{'steamid': '76561198034899955', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 4254, 'playtime_last_two_weeks': 626, 'playtime_at_review': 3655, 'last_played': 1684489540}",english,Good game ! Highly recommend,1684405062,1684405062,True,2,0,0.545454561710357666,0,True,False,True,True,
138254333,"{'steamid': '76561198069602403', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 9512, 'playtime_last_two_weeks': 94, 'playtime_at_review': 9447, 'last_played': 1684011961}",english,Diablo with Base building.,1684007912,1684007912,True,2,0,0.545454561710357666,0,True,False,True,True,
138175745,"{'steamid': '76561199184691306', 'num_games_owned': 0, 'num_reviews': 19, 'playtime_forever': 807, 'playtime_last_two_weeks': 807, 'playtime_at_review': 245, 'last_played': 1684519011}",english,"
The best survival game",1683884469,1683884469,True,2,1,0.545454561710357666,0,True,False,True,True,
138044695,"{'steamid': '76561198006590148', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 50741, 'playtime_last_two_weeks': 3285, 'playtime_at_review': 48142, 'last_played': 1684548476}",english,"Great game. They just gotta take it all the way home with better multiplayer, better endgame. But this has all the ingredients. All of it.

Start of Gloomrot:

Got started with Gloomrot, and so far so good. Great update, worth the wait. My advice for the publisher and developers, you should definitely have more communication with the community. Such a great game you got on your hands.",1683637137,1684356803,True,2,0,0.545454561710357666,0,True,False,True,True,
137844663,"{'steamid': '76561198350566220', 'num_games_owned': 50, 'num_reviews': 4, 'playtime_forever': 7122, 'playtime_last_two_weeks': 137, 'playtime_at_review': 6787, 'last_played': 1683347364}",english,"I genuinely love this game single player and multi-player, its wonderful to play with just friends or by yourself. The graphics/artstyle is unique and nice. Keep in mind by yourself will take time to advance the game but you absolutely can advance and it gives a little more challenge vs the bosses (Frostmaw is absolutely terrifying and I love him for it). But one major con to this game that is starting to hinder my desire to play it is the constant lags and frame freezing, I have a good graphics card and reliable internet I keep nothing running in my background and I even adjust the graphic settings thinking it'll help but it doesn't do squat! It still starts to freeze up and lag when you get on a horse and start to travel faster than your characters run speed. I love and cherish this game but it makes it hard when you travel around to enjoy it when you use anything aside from sprint then it just lags out like crazy. Please V Rising devs, if you read this, try to do something about this small issue it would go a long way and be much appreciated. Sincerely, a loving fan of your wonderful game.",1683316986,1683316986,True,2,0,0.545454561710357666,0,True,False,True,True,
137831419,"{'steamid': '76561198109394492', 'num_games_owned': 137, 'num_reviews': 3, 'playtime_forever': 11777, 'playtime_last_two_weeks': 1900, 'playtime_at_review': 9666, 'last_played': 1684540397}",english,"Game keeps pulling me back in. Stopped playing for awhile but came back when the Gloomrot DLC was announced. I love this game so much because there is so much to do and stuff that keeps you busy. The mechanics of the game are really fun to play around with and there is definitely something for everybody. Base building is also so a lot of fun, the endless possibilities are insane. The different bosses are also really well made and look awesome!! Definitely recommend this game for both solo players and a group of 4!",1683299512,1683299512,True,2,0,0.545454561710357666,0,True,False,True,True,
138067342,"{'steamid': '76561199185504621', 'num_games_owned': 165, 'num_reviews': 19, 'playtime_forever': 1494, 'playtime_last_two_weeks': 1494, 'playtime_at_review': 179, 'last_played': 1684452252}",english,What is a vampire's favorite ice cream flavor? It's vein-illa.,1683670794,1683670794,True,6,7,0.544613897800445557,0,True,False,True,True,
138433873,"{'steamid': '76561198816494014', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1368, 'playtime_last_two_weeks': 1232, 'playtime_at_review': 1234, 'last_played': 1684543573}",english,My husband and I get to put our vampire minecraft beds together.,1684329730,1684329730,True,2,0,0.54356849193572998,0,True,False,True,True,
138264661,"{'steamid': '76561199075338161', 'num_games_owned': 32, 'num_reviews': 12, 'playtime_forever': 5139, 'playtime_last_two_weeks': 2284, 'playtime_at_review': 2930, 'last_played': 1684547475}",english,"you can turn into a rat, a stinky rat",1684024808,1684024839,True,2,0,0.537750363349914551,0,True,False,True,True,
138463187,"{'steamid': '76561198042181719', 'num_games_owned': 745, 'num_reviews': 2, 'playtime_forever': 587, 'playtime_last_two_weeks': 0, 'playtime_at_review': 587, 'last_played': 1655341377}",english,"I love V Rising. Its not a bad game. But...why do we have 2 paid DLC packs for an early access game? I'm struggling to see how other, more predatory developers are not going to pick up on this practice in an abusive manner.",1684373326,1684373326,True,2,0,0.537598907947540283,0,True,False,True,True,
138467470,"{'steamid': '76561198081370610', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 1027, 'playtime_last_two_weeks': 93, 'playtime_at_review': 1026, 'last_played': 1684381536}",english,goth vampire women,1684381417,1684381417,True,2,0,0.535763382911682129,0,True,False,True,True,
138371772,"{'steamid': '76561198447011317', 'num_games_owned': 0, 'num_reviews': 17, 'playtime_forever': 1752, 'playtime_last_two_weeks': 1752, 'playtime_at_review': 490, 'last_played': 1684511348}",english,Muwahaha! Don't come to my base or I'll suck your dic- blood I mean Blood...,1684225026,1684225026,True,1,2,0.528985500335693359,0,True,False,True,True,
138363975,"{'steamid': '76561198003073274', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 6908, 'playtime_last_two_weeks': 979, 'playtime_at_review': 5929, 'last_played': 1684547125}",english,"Action Adventure, this has some really cool mechanics with the sun and moon along with the blood buffs.",1684203470,1684203470,True,1,0,0.528985500335693359,0,True,False,True,True,
138446624,"{'steamid': '76561197972204596', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 3597, 'playtime_last_two_weeks': 177, 'playtime_at_review': 3419, 'last_played': 1684357351}",english,"Great fun with friends, less grindy than Valheim and a combat system reminiscent of MOBA:s",1684347044,1684347044,True,2,0,0.527720749378204346,0,True,False,True,True,
138445500,"{'steamid': '76561198028412384', 'num_games_owned': 319, 'num_reviews': 12, 'playtime_forever': 4146, 'playtime_last_two_weeks': 821, 'playtime_at_review': 3438, 'last_played': 1684544600}",english,"If you are playing with friends this is one of the best cost-to-enjoyment ratios of any game you can get. You get more quality fun for 20 bucks than every $70 game that has come out. The buildings looks amazing, the combat has healthy growth the more you play the game, the bosses are varied, and the skills are very different from one another. It costs less than a single movie ticket, but will last you far longer. Just give it a shot.",1684345537,1684345537,True,3,0,0.527720749378204346,0,True,False,True,True,
138453016,"{'steamid': '76561198073685225', 'num_games_owned': 392, 'num_reviews': 53, 'playtime_forever': 449, 'playtime_last_two_weeks': 390, 'playtime_at_review': 449, 'last_played': 1684355606}",english,"great game. i highly recommend changing the teleport with certain items settings though (by default this setting is enabled, meaning you are NOT allowed to teleport with certain items in your inventory, which are not unique items even, those are items you will gather often. while the world is beautiful, carrying your items back to base is the most tedious part of the game. resource drop rates are fine in my opinion. maximum item stack size did not seem like an issue so far either, though increasing those does not seem game breaking for those who dont like farming a little)",1684355941,1684355941,True,1,0,0.526627242565155029,0,True,False,True,True,
137091968,"{'steamid': '76561198328574001', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 6027, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6027, 'last_played': 1682140079}",english,This was Great!,1682140209,1682140209,True,3,0,0.525870203971862793,0,True,False,True,True,
138459992,"{'steamid': '76561198002557125', 'num_games_owned': 571, 'num_reviews': 28, 'playtime_forever': 5721, 'playtime_last_two_weeks': 789, 'playtime_at_review': 5048, 'last_played': 1684548511}",english,one of the top 3 survival games i ever played,1684367284,1684367284,True,1,0,0.525862038135528564,0,True,False,True,True,
137137389,"{'steamid': '76561199223034165', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 4409, 'playtime_last_two_weeks': 167, 'playtime_at_review': 4242, 'last_played': 1684377415}",english,"Great Survival RPG for the money! Love the idea of blood-sucking vampires being the protagonist against the big, bad, scary humans!!! It's an upside down world and perfect for those who want a goth-aesthetic game. Character customization is good, with more on the way apparently. Best played with friends as combat mechanics have layers for cooperative play. Love. This. Game.",1682200442,1682200442,True,1,0,0.525862038135528564,0,True,False,True,True,
138488679,"{'steamid': '76561198018671159', 'num_games_owned': 0, 'num_reviews': 21, 'playtime_forever': 686, 'playtime_last_two_weeks': 686, 'playtime_at_review': 472, 'last_played': 1684478999}",english,You're mad I bought the DLC and there is nothing you can do about it.,1684417105,1684417105,True,2,1,0.525458216667175293,0,True,False,True,True,
137204154,"{'steamid': '76561199028285524', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 6948, 'playtime_last_two_weeks': 556, 'playtime_at_review': 725, 'last_played': 1684545536}",english,i likey,1682296733,1682296733,True,3,0,0.524940609931945801,0,True,False,True,True,
138553289,"{'steamid': '76561198369656005', 'num_games_owned': 107, 'num_reviews': 8, 'playtime_forever': 4154, 'playtime_last_two_weeks': 739, 'playtime_at_review': 4017, 'last_played': 1684523015}",english,"if you are unemployed, this game is for you",1684509836,1684509836,True,1,2,0.523809552192687988,0,True,False,True,True,
138546593,"{'steamid': '76561198037479890', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 20645, 'playtime_last_two_weeks': 1870, 'playtime_at_review': 20407, 'last_played': 1684533781}",english,Amazing base-building survival game with a deep PvE and PvP experience with a high focus on progression and skill!,1684502401,1684502401,True,1,0,0.523809552192687988,0,True,False,True,True,
138546228,"{'steamid': '76561198024166637', 'num_games_owned': 0, 'num_reviews': 69, 'playtime_forever': 1173, 'playtime_last_two_weeks': 1173, 'playtime_at_review': 823, 'last_played': 1684522949}",english,wonderful mix of diablo and valheim,1684501970,1684501970,True,1,0,0.523809552192687988,0,True,False,True,True,
138528011,"{'steamid': '76561197975573044', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 4423, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4423, 'last_played': 1658054445}",english,"I like the game a lot, lots of things to think about and to do. 

However the big minus that also made me quit is the fact you need to play it daily / weekly to keep your castly up. 
I was on holiday for a 1-2 weeks and I came back to an empty field. All work was gone and it make me uninstall straight away to not come back. 

Sadly.",1684473591,1684473591,True,1,0,0.523809552192687988,0,True,False,True,True,
138525938,"{'steamid': '76561198101455394', 'num_games_owned': 101, 'num_reviews': 3, 'playtime_forever': 25935, 'playtime_last_two_weeks': 565, 'playtime_at_review': 25369, 'last_played': 1684546452}",english,its a good,1684469804,1684469804,True,1,0,0.523809552192687988,0,True,False,True,True,
138520322,"{'steamid': '76561198158173898', 'num_games_owned': 0, 'num_reviews': 17, 'playtime_forever': 435, 'playtime_last_two_weeks': 435, 'playtime_at_review': 190, 'last_played': 1684535876}",english,"This game is very very good, I thought I wasn't gonna play long, but gladly, I played longer than I expected. I will continue all summer and see if it's worth buying the DLC's.",1684460031,1684460031,True,1,0,0.523809552192687988,0,True,False,True,True,
138507601,"{'steamid': '76561198137328584', 'num_games_owned': 0, 'num_reviews': 41, 'playtime_forever': 1269, 'playtime_last_two_weeks': 166, 'playtime_at_review': 1269, 'last_played': 1684426764}",english,Good game,1684440531,1684440531,True,1,0,0.523809552192687988,0,True,False,True,True,
138505724,"{'steamid': '76561198046080158', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 953, 'playtime_last_two_weeks': 953, 'playtime_at_review': 512, 'last_played': 1684537618}",english,"Installed the game. OK, lets try it. 5 minutes later... PLAY TIME: 8.5 hours.",1684438249,1684438279,True,1,0,0.523809552192687988,0,True,False,True,True,
138496536,"{'steamid': '76561198829000838', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 10907, 'playtime_last_two_weeks': 1187, 'playtime_at_review': 10861, 'last_played': 1684495094}",english,"It's maybe my favorite game in the genre. I truly recommend it. 
Even if advertised, the server wipe hurts a little bit after so many hours. For the casual gamer, the idea of redoing everything compromises a lot. Hope future updates don't require starting all over. When I started playing V-rising, it was hard to see any flaw, to the point you could think it was a polished and finished experience. 
For now I'll move to another well stablished game while this sets up and becomes a finished product, then I'm sure  I'll invest myself in it once again.
Those who remain, and those who are just waking up in the catacombs and learning the burn of the first morning light, or the taste of the first blood, keep playing, and I hope we'll meet some day, soon.",1684426623,1684426623,True,1,0,0.523809552192687988,0,True,False,True,True,
138474237,"{'steamid': '76561198055983196', 'num_games_owned': 0, 'num_reviews': 22, 'playtime_forever': 1451, 'playtime_last_two_weeks': 1451, 'playtime_at_review': 728, 'last_played': 1684547356}",english,Something's rising and it's not the V...,1684394904,1684394904,True,1,2,0.523809552192687988,0,True,False,True,True,
138430416,"{'steamid': '76561198007100760', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 37693, 'playtime_last_two_weeks': 3591, 'playtime_at_review': 35287, 'last_played': 1684547795}",english,"Simply the best game I've every played. The competitive scenario is incredibly vast and the friendly community makes the game even greater. The whole experience of PVE and PVP is awesome. The bosses, the mechanics, the map and the lore itself make the game a full experience for the RPG and PVP competitive players.",1684323933,1684323933,True,1,0,0.523809552192687988,0,True,False,True,True,
138426402,"{'steamid': '76561198024775079', 'num_games_owned': 114, 'num_reviews': 4, 'playtime_forever': 27473, 'playtime_last_two_weeks': 3327, 'playtime_at_review': 25135, 'last_played': 1684537111}",english,"This is a very fun game. I enjoy the graphics, the game play, and the quality of life for the player. They keep adding content as well which is amazing. I hope the updates never run out.",1684315359,1684315359,True,1,0,0.523809552192687988,0,True,False,True,True,
